%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 69 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6752281683700518
%.kernel.kernels[0].lengthscales: [4.25344921e-01 4.42708131e-01 7.09515554e-01 1.54751442e+00 3.10324338e-01 6.87688874e-01 1.48109591e+00 7.29510530e-01 3.60727544e-01 5.83248344e-01 7.78513555e-01 7.26204136e+02]
%.kernel.kernels[1].variance: 0.06939917017675531
%.likelihood.variance: 0.8941925877482464
%loglikelihood: -6729.976710782661
%RMSE:1.647
%Pearson_correlation_coefficient:0.691,P-value:0.000
%Spearman_correlation_coefficient:0.695,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion
3kv2,-2.1431,0.5240,0.8665,-0.8575,-1.2322,-1.3598,-1.214,2.0682,-1.2618,-0.0206,1.2964,-0.5964,0.6285,0.9259,0.817
3kwa,-1.2172,1.6196,-2.3735,-0.9461,-0.7574,-1.3206,-1.214,2.846,-1.2618,-0.8251,-0.4219,-1.8596,1.6383,-1.1064,0.004
3l3n,-0.6432,0.6481,1.7265,1.2831,0.9671,-0.7404,0.3709,-0.2824,0.9787,0.6766,0.7487,1.0074,-1.0219,0.9694,0.8188
3l4u,-1.1123,1.5243,1.0665,-0.2404,-0.5981,-1.6315,-1.214,0.9196,-1.2618,-0.1279,0.7581,-1.5599,1.7513,-0.6948,0.2887
3l4w,-1.2614,0.5004,-0.4535,-0.7874,-1.0086,-1.5784,-1.214,0.8908,-1.2618,-0.3424,0.6103,-1.6682,1.578,-0.7453,-0.1226
3l7b,0.1520,1.6823,-4.0535,-0.2351,-0.7305,-0.8222,-0.9501,-0.0763,-0.5523,0.0598,0.423,1.3437,0.5908,-0.712,-0.179
3lka,0.2813,0.4538,-3.6335,-1.0213,-1.0976,-0.0312,-0.1584,0.3347,-0.5064,-1.1201,-0.8281,-0.3548,0.9525,0.4124,-0.3676
3mfv,-0.6217,0.5777,-3.9335,-0.7766,-1.053,-0.9732,-0.9357,0.3622,-0.8909,0.033,0.5829,-0.5437,0.5832,0.9259,0.4471
3mss,-0.4018,1.1444,-1.7935,-0.8897,-0.3497,0.2221,-0.2002,-0.215,0.7858,-1.2005,-1.276,0.1268,0.003,0.3269,-0.7259
3myg,0.2754,0.9242,4.2465,0.1197,0.4694,0.419,0.4867,-0.6834,0.0548,-0.0743,-0.3258,-1.3806,-0.3663,-0.752,-0.3218
3n7a,-0.6166,0.9070,-2.7535,-0.9898,-1.2429,-1.0151,-0.9497,0.4932,-0.8835,-0.7983,1.5591,-0.5483,1.0731,0.9558,-0.1138
3n86,-0.0804,1.2708,-0.8135,0.5362,-0.4336,-0.4639,0.0999,-0.1235,0.0459,0.8375,1.7494,0.265,0.0859,0.9558,0.2906
3nox,0.2772,0.6183,2.2065,-0.1812,0.0974,0.549,-0.1231,-0.5942,0.3415,-0.2888,-0.4243,0.5569,0.1085,-0.8841,0.1245
3nq3,-0.7658,1.0950,-2.6735,-1.3285,-1.0355,0.4416,-0.6573,2.4716,-1.2618,-1.6028,-1.276,-0.6582,1.3594,0.9943,-0.8112
3nw9,1.3791,1.3277,2.5465,1.4307,0.8478,0.4664,0.6268,-0.9591,1.1775,1.8833,1.3838,0.7883,-1.5494,0.4937,1.4254
3oe5,0.4555,1.5831,0.4265,0.7767,0.0488,0.1486,-0.6862,-0.6158,0.7479,1.4274,1.6104,0.3339,-0.6451,0.492,0.9065
3ov1,-0.6555,0.8408,-1.2535,-0.043,0.3606,-0.5755,0.1134,-0.0087,-0.3325,0.4889,1.7908,0.7359,-1.2028,1.8743,0.6038
3owj,-0.0114,0.7814,-0.3835,-0.5312,-0.0765,0.937,1.1613,-0.3577,0.358,-1.2542,-1.1267,0.2301,-0.3135,0.5342,-1.2286
3ozt,0.3400,1.6214,-2.3235,0.7366,0.1316,-0.2066,-1.214,-0.5584,1.0675,1.4542,1.6359,0.333,-1.0596,0.492,0.768
3pe2,0.6564,1.1409,3.3065,0.0495,0.032,0.5615,0.0846,-0.63,0.798,0.1134,-1.0318,-0.3828,-1.2404,0.9359,-0.3344
3pww,2.1340,0.3526,0.8665,1.8734,2.1809,0.3794,1.547,-0.6237,1.1676,1.5078,0.5458,1.3979,-1.5193,-0.8046,0.5095
3pxf,-1.9689,1.1995,-2.0235,-1.1766,-0.287,0.9378,0.0768,-0.3358,0.8157,-1.6832,-1.276,-0.2132,-0.0272,3.1064,-1.0617
3s8o,-0.1553,0.5312,0.3965,0.088,0.6643,-0.2149,0.1134,0.2683,-0.3325,0.8106,1.8107,1.015,-1.2028,1.8743,0.572
3su2,0.3514,0.3766,0.8965,1.2127,2.0791,0.9821,1.6177,-0.8502,0.2508,1.776,-0.0499,1.4709,-1.6097,-0.1644,0.043
3su3,0.2438,0.6160,2.6765,1.2833,2.4597,1.2135,1.4294,-0.7733,-0.1354,1.8564,-0.1474,1.655,-1.361,-0.1083,0.0889
3su5,0.0372,0.4748,-0.8735,1.1822,2.4597,1.2135,1.4294,-0.7733,-0.1354,1.3469,-0.1151,1.655,-1.361,-0.1083,-0.0684
3u9q,-0.6953,0.7568,-2.0735,-1.1726,-1.0355,0.4416,-0.6573,2.4716,-1.2618,-1.3346,-0.3029,-0.6582,1.3594,0.9943,-0.8594
3udh,-1.8829,0.9903,-3.6035,-1.005,-0.8648,-0.1849,-0.7071,-0.3728,-0.3325,-0.9324,-0.2605,0.1748,0.7415,-1.232,-0.662
3ueu,-0.8829,0.8904,-1.2135,-1.1876,-0.8549,0.682,-0.6573,2.6706,-1.2618,-1.8441,-1.276,-0.6109,1.3594,0.9943,-1.2555
3uex,0.2887,0.6471,0.4665,-0.7477,-0.2815,1.4031,-0.6573,3.0537,-1.2618,-1.5759,-1.2282,-0.5255,1.3594,0.9943,-1.1878
3uo4,0.0283,1.5461,0.0665,0.1629,0.2159,1.0939,0.3276,-0.7591,1.7492,-0.1011,-0.0697,-0.4757,-1.3987,0.9359,-0.1895
3uri,0.4701,1.7021,2.5465,2.4234,3.2757,-1.5883,0.6616,-0.4395,0.9923,1.0252,0.2602,1.4814,-2.6421,0.9694,-0.1886
3utu,1.0942,1.6337,4.4665,1.2749,1.6478,-0.0303,1.676,-0.6358,1.6683,1.481,-0.7968,1.2287,-1.9865,0.3953,-0.2761
3vh9,-1.7733,0.8111,-0.2135,-1.1442,-1.0879,0.4611,-0.6862,-0.0603,-0.1245,-0.8519,0.0827,-2.0053,0.5757,0.5094,-0.1303
3zso,0.7699,1.6166,-1.3335,0.5444,1.4224,0.8142,1.3836,-0.7437,2.819,0.7838,-0.0325,1.1948,-2.2201,0.9342,1.0673
3zsx,-1.1851,1.4066,-3.1735,-0.0368,0.6778,0.3192,0.085,-0.626,2.0785,-0.4497,0.2859,0.7185,-1.3309,0.9342,-0.5556
4de1,-0.2607,0.8115,-0.4935,-0.2029,-0.2079,0.478,0.5609,-0.8125,0.4271,0.328,0.6488,0.2752,-0.9164,-1.4921,0.1347
4de2,-0.3825,0.9316,-2.3335,-0.1454,-0.1059,0.0985,0.0693,-0.5469,0.5969,0.2475,0.3593,0.4166,-0.5471,-1.2146,-0.0711
4des,-0.9504,0.6005,-0.6035,-0.3419,-0.5203,0.7479,-1.214,-0.4064,0.5687,-0.7983,-1.276,0.0924,-0.3135,0.5313,3.8989
4dew,-1.1859,0.2406,0.5465,-0.4522,-0.4526,0.5665,-0.4223,-0.4169,0.1909,-0.7178,-1.0902,0.1283,-0.615,0.5313,3.518
4djr,4.5191,0.4924,5.0665,1.4386,1.2748,0.8831,0.6348,-0.5368,0.5945,1.1056,0.483,1.1968,-0.5471,-0.1258,1.0054
4djv,0.4981,0.9343,0.2665,0.1585,0.2762,0.4125,0.0637,-0.5248,1.5412,0.0866,-0.9153,0.8479,-0.9541,0.4122,-0.3754
4g8m,-0.1045,0.5228,1.4365,-0.9962,-1.1911,-1.3313,-0.6573,0.4489,-1.2618,0.0598,1.584,-0.5743,0.9299,0.9908,0.1411
4gid,1.6265,1.0528,4.3165,2.4282,1.9497,0.4793,1.1979,-0.0891,1.889,2.5805,0.8818,1.2716,-1.4514,-0.7877,0.7975
4gqq,-1.2648,1.0810,-3.5635,-1.4072,-0.9503,0.3791,0.1204,0.2207,-0.3322,-1.281,-0.6908,-0.2851,0.2743,0.4941,-0.7564
1c5z,-2.2321,0.0763,-2.4435,-1.3742,-1.2488,-0.3983,-0.6862,0.3726,-0.1436,-1.1737,-1.276,-2.0498,0.7716,-1.7141,-0.6088
1eby,2.4092,0.6619,3.2465,2.2029,1.6583,0.6113,0.2439,-0.8835,3.1812,1.2129,1.0484,1.3316,-1.572,-0.7479,0.084
1g2k,2.5758,0.8783,1.5065,1.7009,1.6816,0.8571,0.8554,-0.5974,2.8483,0.9983,0.841,1.6899,-1.4514,0.3585,0.0516
1gpn,0.7246,1.0745,0.0265,-0.145,-0.2706,0.1917,0.4416,-0.3782,0.1548,-0.3961,-0.9296,0.048,0.7415,-1.2239,-0.5181
1h22,1.6419,1.6705,2.6465,1.145,1.049,0.7154,1.5405,-0.7738,0.8446,1.0788,-0.468,0.0786,0.116,-1.2267,0.0363
1k1i,0.0754,1.3341,0.1265,0.1774,1.0072,-0.3448,1.6684,-0.5391,1.1635,0.0062,-0.3317,1.0697,-1.0747,0.9694,-0.1823
1lpg,1.3447,1.6812,0.6365,0.8923,1.5978,1.0524,1.6262,-0.7911,2.8225,2.0173,-1.276,1.026,-1.9187,0.3266,0.6789
1nc3,0.2148,0.9374,-1.4535,-0.1165,-0.6729,-0.7255,-1.214,-0.5051,-0.8868,0.4352,1.2311,-1.5999,0.3949,-0.712,0.2573
1owh,-0.0228,0.9227,0.9465,-0.3556,0.0148,-0.0448,0.8399,-0.5376,1.1485,-0.4229,-0.9378,0.3929,-0.6376,-1.1452,-0.5115
1p1n,0.1047,0.5616,0.3465,-0.6413,-0.9473,-1.1749,-0.6364,0.8638,-0.8835,-0.1011,0.8136,-0.3465,0.734,0.9941,0.0066
1pxn,0.3688,0.7775,0.6965,-0.0747,-0.3978,0.9106,0.4048,-0.6093,0.0534,-0.7983,-0.8984,-1.7286,-0.2532,0.5344,-0.4913
1qf1,-0.5312,1.3834,0.8665,0.1343,-0.1037,0.1243,-0.3934,0.8559,-0.1436,0.1671,0.9511,0.5804,0.2366,0.9696,0.302
1qkt,1.2016,1.1495,2.5865,-0.3263,-0.2728,0.9753,2.4785,-0.4281,-0.3474,-1.6296,-0.8025,-1.2442,0.9902,0.5343,-0.9272
1s38,-1.6550,0.7110,-1.3035,-0.9184,-0.9083,0.114,-0.4079,-0.0106,-0.1977,-0.5033,0.3832,-0.1709,0.3722,-0.9765,-0.613
1syi,0.0347,1.0914,-1.0135,-0.4561,-0.6758,-1.2503,-0.379,0.024,-0.2586,0.6229,1.7604,-0.0092,0.3346,0.9254,0.2847
1y6r,2.3374,0.5158,3.6565,-0.0615,-0.4523,-0.5645,-0.9439,-0.389,-0.698,0.3548,0.5241,-1.4225,0.7415,-0.8176,-0.181
1ydr,-0.8047,0.7514,-0.9335,-0.2295,-0.2523,-0.0779,-0.387,-0.3291,-0.1205,-0.8787,-1.1655,0.6472,0.6285,-1.2315,-0.4841
1z6e,1.4651,1.4247,3.2665,0.9187,0.8144,0.7371,0.1055,-0.929,1.166,1.0788,-0.4188,1.5633,-1.7981,-0.2638,-0.3712
1z9g,-0.7936,0.3894,-0.8135,-0.7978,-0.838,-0.2034,-0.6927,0.5465,-0.1436,-1.0128,-0.1838,-0.1042,0.636,0.9882,-0.4611
2al5,-0.6494,1.5926,1.9465,-0.5599,-0.9495,-1.358,-1.214,0.5279,-0.2357,0.6229,1.7745,0.4086,0.2818,0.9254,0.2316
2br1,1.0549,0.9541,-1.3135,0.286,0.2344,1.0889,0.6124,-0.5965,0.4461,-0.0475,-1.276,-1.5727,-0.939,0.4124,-0.6968
2c3i,1.4702,1.1076,1.1465,-0.1742,-0.092,0.9172,0.691,-0.7604,0.2382,-1.1201,-1.276,0.0151,-0.2683,-0.9867,-0.9706
2cbv,-0.5829,0.9553,-0.9735,-0.9397,-1.1157,-1.216,-1.214,0.0156,-1.2618,-0.2888,1.8713,-1.7617,1.6081,-0.7829,0.3711
2fxs,0.0698,1.3400,-0.3935,0.1135,-0.1912,0.6424,-0.6927,-0.1671,-0.1904,0.5961,-0.9752,0.3865,-0.7506,0.5228,0.3363
2j7h,-0.9457,0.3466,0.7365,-1.224,-1.2229,-1.6389,-1.214,0.5796,-1.2618,-0.4497,1.1816,-1.8685,1.6081,-0.5822,-0.0992
2p15,1.5645,1.5599,3.8465,0.8739,0.5949,1.9311,2.7489,-0.6192,0.945,-0.6642,-0.7529,0.8752,0.0482,0.5343,-0.7823
2pog,0.6078,1.4384,3.0865,-0.193,-0.3269,1.1312,0.8987,-0.5529,0.408,-1.4687,-0.3477,-1.3464,0.1311,0.5344,-0.6595
2qbq,0.2771,1.4457,0.9865,0.2455,0.1984,0.9991,1.5605,-0.2813,-0.2141,0.462,-0.3146,-0.2078,0.2065,0.9536,0.1303
2qe4,0.5753,1.2058,1.5065,-0.0728,-0.1119,1.1763,0.8987,-0.5264,0.3931,-1.2273,-0.8314,-1.2765,0.101,0.5344,-0.8606
2qnq,0.5979,1.2422,-0.3435,1.4689,1.2277,1.2157,0.3276,-0.5933,2.7996,0.328,-0.0263,1.2965,-0.3211,-1.2314,0.6136
2r9w,-0.7243,0.8306,-1.3535,-0.0892,0.1164,-0.0873,0.5486,-0.6872,1.3224,-0.2083,0.0668,0.3621,-1.2555,0.9691,-0.1128
2vkm,1.9455,1.4476,2.2865,2.2491,1.9909,0.8022,1.1691,-0.4934,2.8184,2.6609,0.5911,1.24,-1.7906,0.4123,0.8468
2w4x,-0.8384,0.8416,-1.6035,-0.6382,-0.957,-1.0274,-1.214,0.5545,-1.1085,-0.7983,0.2656,-0.0278,0.7566,-0.712,-0.3355
2wer,1.1876,0.3135,0.5965,-0.0218,-0.2674,0.6926,-0.6504,-0.3765,0.1885,-0.557,-0.8895,0.4121,0.0181,0.5228,-0.2031
2wn9,-0.1201,1.0081,2.0665,-0.632,-0.2617,0.93,0.906,-0.3624,0.5904,-0.7983,-0.6991,-1.5412,-0.2156,0.5329,-0.7204
2wnc,0.8615,1.0944,-0.1335,-0.3263,-0.2026,0.3355,-0.9501,-0.7274,-0.1395,-0.4229,-1.114,0.407,0.3949,-0.0075,-0.8208
2wvt,-1.0462,0.4337,-0.3335,-1.026,-1.1455,-1.5639,-1.214,0.7852,-1.2618,-0.4229,0.6016,-1.7654,1.578,-0.75,0.1886
2xii,0.2504,1.3932,0.7465,0.1221,0.1758,-0.4311,-0.1649,-0.7102,0.5819,0.6766,0.4678,0.6487,-0.1854,-0.7815,0.2883
2xj7,-1.5923,0.6801,0.2065,-0.5296,-0.8144,-1.2938,-1.214,0.0549,-1.2618,-0.3961,0.3776,-0.062,1.2389,-0.7752,-0.27
2zb1,1.6144,1.1048,-0.1335,0.2606,0.0638,1.145,1.6839,-0.7817,0.5922,-0.691,-0.5192,0.323,-0.4642,-0.4129,-0.7908
2zda,0.6614,1.0068,1.9465,0.4204,0.3418,-0.5646,0.3564,-0.4717,0.9597,0.6497,-0.5781,0.8284,-0.6451,-1.1842,0.0844
2zy1,1.0504,1.2410,0.9465,0.2314,-0.1107,0.9668,0.6413,-0.2294,0.6119,-0.3156,-0.2552,-0.1197,-0.1929,-0.0168,-0.2178
3arp,1.0141,1.6665,0.6965,0.8772,1.2257,1.7891,0.4131,-0.7116,1.172,1.4274,-1.276,-1.4623,-0.8034,-0.6654,-0.57
3arq,0.2255,1.0719,-0.0535,0.335,0.6956,-0.0432,-0.6155,-0.6987,0.537,0.8911,-0.909,0.7885,-0.615,0.5223,0.6251
3aru,-0.6502,1.0660,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581,-0.0394,-0.4135,-0.4497,-1.107,0.3065,0.116,-1.3832,-0.7225
3arv,-0.3050,1.1240,-0.8135,-0.4406,-0.0191,1.0692,0.3198,-0.865,0.0453,0.4084,-1.1975,-1.4776,-0.5622,-0.0581,-0.7397
3ary,-1.8896,1.0861,-0.4535,-0.9578,-0.7061,0.6387,0.3752,-0.5564,-0.3263,-0.1011,-1.276,-1.795,0.2743,-0.0662,0.106
3b1m,0.8367,1.3754,2.0265,1.1028,0.9895,1.2695,0.6193,-0.7721,1.4792,-0.3692,-1.1928,0.9881,-1.7001,0.5275,-0.6464
3b27,-0.1300,0.8042,-1.2935,-0.6551,-0.9349,0.6323,-0.4161,-0.2936,-0.3494,-0.3692,-1.0044,-1.8983,0.7566,-0.9944,-0.9139
3b5r,1.7750,1.2994,2.3165,0.6886,-0.2876,1.1382,0.4048,-0.1848,0.558,-0.1011,-0.471,0.7214,-0.3738,0.3378,-0.3371
3b65,1.5531,1.3382,2.8165,0.3893,-0.331,0.7269,1.9192,-0.2263,0.5196,-0.1279,-0.7894,0.3929,-0.2156,0.339,-0.4994
3bgz,0.2274,1.2243,-0.1935,-0.1162,-0.035,1.0542,-0.7281,-0.4744,1.3673,-0.9056,-1.0727,-0.2051,-0.7506,0.935,-0.7687
3bv9,0.5700,1.6331,-1.0935,1.0478,1.8457,-0.956,1.5409,-0.5472,0.2236,0.4352,-0.5138,1.4979,-1.6022,-0.9919,-0.4914
3cj4,-0.4068,1.3598,0.0565,-0.6088,-0.2413,0.4905,0.6492,0.0111,-0.3815,-0.7983,-0.3873,0.7028,0.3346,0.9941,-0.5401
3coz,-0.1804,1.1280,-0.8835,0.8567,0.1974,-1.1621,-1.214,-0.5895,-0.8678,0.5693,0.7888,0.3428,-0.0724,-0.779,-0.0646
3d6q,-1.7299,0.4676,-2.6935,-0.7729,-0.2417,-0.9918,-0.379,-0.4015,-0.2287,-0.557,-0.7116,0.1394,0.6435,-0.7807,-0.7114
3dx1,0.4741,0.3751,-2.8735,-1.2334,-1.3093,-1.0354,-1.214,0.4707,-1.2618,-0.3961,1.9831,-1.9381,1.6383,-0.7501,0.6244
3dx2,-0.4742,1.6390,0.3665,-0.8459,-1.1372,-1.2335,-1.214,0.6715,-1.2618,-0.0743,2.3833,0.0027,1.7513,-0.764,1.0054
3e5a,0.9218,1.0866,1.7765,0.4577,0.5964,0.506,1.2112,-0.9199,0.0493,0.2207,-0.6061,0.2321,-0.5848,-1.2141,0.1227
3e92,1.1877,1.1560,1.5465,0.2821,0.0879,1.1638,1.9687,-0.6803,0.5772,-0.0206,-0.011,0.3974,-0.4642,-0.4129,-0.6785
3f3d,-2.0495,0.4774,0.7065,-1.2808,-1.3523,-0.7221,-0.6948,1.8317,-1.2618,-0.8519,0.3796,-0.6739,1.5931,0.9259,-0.5626
3fur,1.0179,1.5851,1.5465,0.4479,0.2431,2.156,0.6333,-0.8456,1.4478,-0.0206,-0.8531,0.3371,0.0859,-0.0691,-0.8211
3fv2,1.5512,0.7951,1.6565,0.016,-0.7517,-1.9437,-1.214,-0.0246,-1.2618,0.6497,2.3163,-0.0852,0.8093,0.9596,0.3229
3g31,-1.6154,1.6862,-3.5635,-1.6096,-0.8372,-0.3968,0.4351,-0.4586,-1.2618,-2.0586,-1.276,0.2482,0.7114,0.9694,-1.1232
3gc5,0.6351,1.3244,0.8065,-0.2276,-0.3047,-0.3808,-0.9501,-0.313,-0.5754,0.9447,1.2318,0.163,-0.208,-0.9765,0.3388
3gr2,-1.2992,1.5119,-3.9335,-1.3447,-1.0311,-0.1526,-0.181,-0.3254,-1.2618,-1.3882,-0.9626,-0.0016,0.4099,-2.0401,-0.811
3gv9,-2.3431,0.8481,-4.3335,-1.2744,-1.2296,-0.1152,-0.7162,0.0869,-0.7531,-1.3078,-0.2935,-0.4967,0.734,0.9254,-0.579
3jvr,-0.0424,1.4699,-0.7335,-0.907,-0.3266,1.459,0.4048,-0.6586,0.5563,-0.5838,-0.6809,0.1017,0.0708,-0.2265,-0.9553
3jya,-1.1847,1.0324,0.4365,-0.8054,-0.7799,0.9245,-0.6862,-0.3208,-0.0495,-1.4687,-1.276,-0.2346,0.9299,-1.6018,-1.2312
3kr8,0.2011,1.2406,1.6465,0.1774,-0.5455,0.8631,-0.1587,-0.4643,0.343,0.1939,-0.4107,0.2777,0.4325,-0.4686,-0.6638
3n76,-0.5139,1.4580,0.3965,0.3848,-0.4907,-0.3972,0.0858,-0.1416,0.4242,0.4889,1.2031,-0.2317,0.1386,0.9558,0.2829
3nq9,-1.6268,1.3041,-2.4235,-1.7021,-1.2091,0.2012,-0.6573,2.2077,-1.2618,-1.9245,-1.276,-0.7244,1.3594,0.9943,-1.1106
3nx7,1.8672,0.5579,1.6465,-0.2426,-0.6345,-0.3883,-0.1584,0.6434,-0.5064,-0.3961,0.3122,0.3753,0.4928,0.4124,-0.0874
3o9i,3.7811,0.6620,5.3665,1.7149,1.4552,1.152,0.6348,-0.7208,0.5945,1.1861,0.418,1.2993,-0.208,-0.1704,0.0068
3oe4,0.3704,1.6453,1.0165,0.961,0.2916,-0.2134,-1.214,-0.8173,0.5713,1.5883,1.5214,0.3551,-1.361,0.492,1.0781
3ozs,0.4774,1.6264,-1.1235,0.9781,0.0681,0.118,-1.214,-0.5807,0.5522,1.5615,1.3575,0.3858,-1.0219,0.492,0.6117
3p5o,1.0851,0.2957,0.8065,0.0469,0.292,0.9897,0.704,-0.5432,0.9291,-0.3424,-1.0586,0.4734,-0.6451,0.4121,-0.842
3prs,3.2344,0.5431,1.3665,1.8721,2.0134,1.6827,0.3644,-0.4995,1.9934,0.8911,0.5604,1.4142,-1.5042,-0.1651,0.2207
3pyy,0.3379,0.9785,0.4065,-0.2196,-0.1855,0.6517,0.3694,-0.6347,0.9866,-0.3692,-0.9274,0.711,-0.8636,-1.4926,-0.6752
3qgy,0.8673,0.9355,1.3465,0.4082,0.2724,0.5724,1.2048,-0.8234,0.4165,0.0598,-0.8716,0.5116,-0.9164,-0.9521,0.2582
3qqs,-1.1441,0.5716,-0.6335,-0.4324,-0.7728,-0.0883,-0.6862,-0.1115,0.5969,-0.5838,-0.0858,-0.4499,-0.3663,0.935,-0.3364
3r88,-2.3588,0.6930,-1.6335,-1.0984,-1.0838,-0.2447,-0.9501,0.4364,-0.7102,-1.1469,-0.812,-0.5656,0.3195,0.935,-1.0038
3rlr,0.8911,0.7857,1.0665,-0.0111,-0.3228,1.2278,-0.0877,-0.3677,-0.0362,-0.0475,-0.9584,-1.1533,0.0331,0.3951,-0.6123
3rr4,-0.8228,1.2254,-1.9035,-0.4592,-0.5014,0.1353,-0.6862,-0.4802,-0.5605,0.757,0.5044,0.0322,-0.1779,-1.09,0.4155
3rsx,-0.9699,1.1252,-2.0435,-1.021,-0.6689,0.9556,1.0593,-0.4414,0.2062,-1.1201,-0.5706,-1.7258,0.3496,-0.8197,-0.9325
3ryj,0.1752,0.7827,1.3465,-0.631,-0.8721,0.0562,-0.1584,0.3583,-0.3325,-0.5033,-0.5056,0.0504,0.5456,-0.5844,-0.4902
3syr,0.4805,1.5436,-1.3535,-0.0866,-0.6613,-1.1694,-1.214,0.0014,-0.2357,0.462,1.6376,0.7052,0.5606,-0.712,0.1055
3tsk,2.0026,0.9709,0.7165,1.0898,0.9883,0.2531,1.3691,-0.4856,0.9682,0.5961,-0.5635,0.7371,-1.6398,0.9943,0.4255
3twp,-1.7205,0.2908,-2.5335,-1.481,-1.3095,-0.212,-0.6862,0.3302,-0.3325,-1.7636,-0.9218,-0.7986,0.6209,0.9343,-1.1273
3u5j,-0.3495,0.7816,-0.8435,-0.5686,-0.2958,0.9663,-0.1231,-0.5896,1.118,-1.0396,-1.276,-1.6484,-0.095,-1.9389,-1.0295
3u8k,0.9969,1.0508,2.2065,-0.6353,-0.7221,-0.0585,-0.9148,-0.0997,-0.6871,-0.691,-0.7116,-1.7598,0.7867,0.3625,-0.7462
3u8n,0.4724,1.3864,3.7165,-0.4304,-0.7163,0.1764,-0.219,-0.0997,-0.7361,-0.2352,-0.718,-1.7269,1.1484,0.3491,-0.2451
3uev,-0.7181,0.5827,-0.5635,-1.0884,-0.6686,0.9223,-0.6573,2.8261,-1.2618,-1.5223,-1.276,-0.5753,1.3594,0.9943,-1.0545
3uew,0.0077,0.4295,-0.1435,-1.0024,-0.4772,1.1627,-0.6573,2.9511,-1.2618,-1.5223,-1.0225,-0.5476,1.3594,0.9943,-1.1223
3ui7,1.0294,1.0999,2.5465,-0.3768,0.0403,0.2181,0.1553,-0.4787,-0.3583,-0.8519,-0.9729,-1.3865,0.116,0.412,-0.786
3up2,0.8248,1.2080,0.9465,0.245,-0.1923,0.8572,0.3485,-0.6006,0.8048,0.6497,-0.3915,0.2244,-1.1199,1.2394,-0.0101
3uuo,0.1084,1.3169,1.5065,-0.6058,-0.0345,0.2083,0.1553,-0.4704,-0.5322,-1.2273,-1.1185,-1.5443,-0.0046,0.412,-1.1082
3wtj,0.9428,0.5422,0.0765,-0.5992,-0.9282,0.5167,-0.7071,-0.2836,-0.3562,-0.4765,-1.276,-1.5697,0.8169,-1.2375,-0.6321
3wz8,1.0901,1.1126,-0.6335,0.6647,0.6214,1.6459,-0.2002,-0.7751,2.0864,0.8643,-0.384,0.752,-1.1802,-0.8105,-0.3605
3zdg,-1.1605,1.5141,0.6465,-0.9789,-1.0094,-0.2576,-0.9148,2.6155,-1.2618,-0.9056,-1.0197,-0.1258,1.1786,-0.1061,-0.696
3zt2,-1.2252,0.8876,-3.6135,-0.3095,-0.3456,0.3084,0.0432,-0.6729,0.567,-0.5301,-0.1875,0.2016,-0.5622,0.9341,-0.737
4abg,-0.5627,0.8742,-2.8835,-1.0848,-0.6914,-0.5178,-0.6862,-0.0181,-0.3325,-1.0664,-0.3823,-1.7385,0.96,-1.0753,-0.7411
4agn,-0.7042,1.6617,-2.4835,-0.4368,-0.0881,-0.1945,0.899,0.1505,-0.4247,-0.3692,-0.9826,-1.421,1.1484,0.5165,-0.3629
4agp,-0.1400,1.5301,-1.7635,-0.2537,0.4584,0.4484,1.4268,-0.4102,0.5196,-0.4497,-1.276,-1.3671,0.4401,0.5165,-0.8442
4agq,-0.0357,1.5363,-1.4435,-0.1817,0.4941,0.4586,1.4268,-0.3952,0.5196,-0.1547,-1.1542,-1.3609,0.4401,0.5165,-0.8089
4bkt,-1.7505,1.1554,-2.8335,-1.0332,-0.6643,-0.3729,-0.9148,-0.2179,-0.7149,-0.7447,-0.4197,0.3287,0.3346,-0.738,-0.7059
4cig,-1.2221,1.0279,-2.7835,0.1593,1.0328,0.592,0.819,-0.5889,2.0629,0.0062,0.1037,0.8945,-1.5268,0.9342,-0.5594
4ciw,-0.0861,0.7192,-1.6335,-0.5322,-1.0534,-1.0913,-0.428,0.7302,-0.8985,-0.1547,1.5267,-0.3641,1.0429,0.9558,0.0164
4cr9,-1.3551,0.8999,-2.3535,-1.033,-0.9201,0.3894,0.3838,-0.0101,-0.3325,-0.6642,-1.0385,-1.8574,0.425,-0.656,-1.0841
4cra,1.6182,0.7132,0.7665,0.99,1.1813,0.7942,0.8554,-0.8545,2.2276,0.9715,0.1395,0.9224,-2.1447,0.5244,-0.1011
4crc,1.6776,1.5109,2.2665,1.1449,0.9298,0.7491,1.8237,-0.9182,1.8956,1.7492,-0.1584,0.8159,-2.1824,-1.2913,0.0982
4ddh,-2.2603,0.6638,-3.1535,-0.6045,-0.8977,0.0894,-0.6862,-0.1938,-0.3263,-0.7178,-0.5329,-0.6367,0.2743,0.9903,-0.6644
