%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 97 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6858093557475486
%.kernel.kernels[0].lengthscales: [ 0.4459262   0.42873226  0.9906523   2.62970555  0.33622558  0.90776844  1.9561593   0.80081986  0.44421837  0.69457334  1.12073376 31.49524015  1.46187927  0.62748511]
%.kernel.kernels[1].variance: 0.05114749959534973
%.likelihood.variance: 0.8742907363780765
%loglikelihood: -6669.2774565980435
%RMSE:1.594
%Pearson_correlation_coefficient:0.717,P-value:0.000
%Spearman_correlation_coefficient:0.718,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1
3bfu,0.3276,0.4663,-0.1835,-0.9449,-1.1736,-1.1429,-1.214,0.2579,-0.7602,-0.0206,1.3003,-0.4621,0.847,0.9258,0.2426,-0.5855,-0.3347
3bkk,0.7941,1.5372,-0.3735,1.4041,0.7046,0.161,0.3564,-0.3942,2.0929,1.7224,1.0032,0.6859,-1.263,0.9694,0.9618,0.1282,0.5937
3bpc,-1.1694,1.5882,-1.6535,-0.3912,-0.0064,-1.6724,-0.3721,0.0324,-0.4993,0.3548,1.1546,0.1021,0.1763,0.9276,0.8764,-0.5133,2.6536
3cft,-1.4159,1.6583,-2.2635,-0.923,-0.7888,0.2718,-0.6862,0.1154,-0.1286,-1.5491,-1.276,-0.4479,0.5606,3.1064,-0.9521,-0.4896,-0.6626
3cj2,-1.2228,1.3591,-1.6035,-1.0085,-0.6427,0.8336,0.3709,-0.0033,-0.3815,-1.4687,-0.8153,0.5051,0.9827,-0.6629,-0.9472,0.7582,-0.6413
3coy,0.2879,0.7732,-0.4335,0.9989,0.274,-1.0419,-1.214,-0.5571,-0.8678,0.9447,0.8561,0.4739,-0.0724,-0.779,-0.0827,-0.4273,0.3266
3cyx,1.6052,0.1698,1.5465,2.0913,2.1809,0.3794,1.547,-0.6237,1.1676,1.2129,0.2308,1.3979,-1.5193,-0.8046,-0.1268,1.4869,0.6497
3d4z,-0.2976,0.1809,-1.5635,-0.7276,-1.0165,-0.6958,-1.214,-0.0451,-0.6939,0.1134,1.4337,-1.704,1.0429,-0.7061,0.6571,-0.6879,0.2416
3dd0,1.7122,0.4023,2.5465,-0.8838,-0.7636,0.2769,-0.1231,-0.306,-0.6952,-0.7715,-0.7475,-0.2921,0.8696,0.3805,-0.6482,-1.0848,-1.0024
3dxg,-2.0030,0.2605,-4.0535,-0.701,-0.4945,-0.7093,-1.214,-0.0977,-0.2287,-0.4497,-0.6549,-0.0502,0.4175,1.2311,-0.27,-0.6942,-0.3752
3e93,1.7512,1.1386,2.3965,1.4084,1.1678,1.1982,1.6615,-1.0115,1.1526,0.6497,-0.4935,0.7873,-1.0144,-0.8841,-0.488,1.8467,0.2275
3ebp,0.4873,1.0549,-0.5435,-0.2851,0.2233,0.4448,-0.6862,-0.4968,0.5218,0.1134,-1.276,0.5248,-0.1553,0.528,-0.7943,0.6255,0.2191
3ehy,-0.0206,0.7897,-0.6035,-0.5712,-0.8202,-0.4103,0.1408,0.4267,-0.5064,-0.4229,-0.3038,0.0279,0.5531,0.9752,-0.1648,-1.0848,-0.3946
3ejr,1.7551,1.2025,2.1165,0.294,-0.0118,-0.1154,-0.4562,-0.3231,-0.1586,1.2933,1.9129,0.76,0.8018,-0.7856,0.9518,0.2835,-0.052
3f17,0.6173,1.0602,2.1765,-0.1167,-0.4712,0.4563,-0.2002,-0.1625,0.5914,-0.2083,-0.724,0.0799,-0.0347,-1.7252,-0.0036,-1.0335,-1.2932
3f3a,-1.6306,0.5182,-2.2635,-0.6129,-0.7671,-0.423,-0.7071,-0.0556,-0.1395,0.1939,0.2297,-0.4508,0.3949,0.9258,0.3237,-0.0205,-0.0292
3f3c,-0.0873,1.1579,-0.4335,-0.684,-1.0911,-0.5284,-0.4432,0.4744,-0.1506,-0.1815,0.46,0.3965,0.6888,0.9258,-0.2068,-0.8437,-0.3347
3f3e,-0.6850,0.3299,1.2465,-1.2816,-1.3079,-0.6319,-0.9566,2.372,-1.2618,-0.8519,0.5122,-0.6101,1.3293,0.9259,-0.5087,-0.3811,-0.3347
3f80,-0.9228,1.4051,-2.2335,-0.8314,-1.1949,-0.8165,-0.9357,2.2846,-0.9457,0.033,-0.5634,-0.614,0.8771,0.9259,0.3298,-0.0348,-0.3347
3fcq,-1.5334,0.5441,-3.6835,-0.979,-1.0623,-0.0493,-0.4079,0.4149,-0.3474,-0.5033,0.062,-0.4469,0.3722,0.9343,-0.2856,-0.2881,-0.3946
3fv1,1.6586,0.5867,2.8465,0.0911,-0.5826,-2.1899,-1.214,0.0922,-1.2618,1.0788,2.5171,0.0125,0.8093,0.9596,0.5459,-0.4043,1.4938
3g0w,0.8495,1.1504,3.0665,0.2476,-0.4744,0.758,0.1344,-0.4409,-0.3793,-0.4229,-0.8233,0.6629,0.2667,-0.1024,-0.7859,-0.5073,-0.388
3g2n,0.8708,1.0457,-2.3635,-0.0561,-0.6673,-0.6863,-0.6862,-0.1552,-0.1436,-0.0743,0.7195,0.2608,0.6209,-0.712,-0.1857,-1.0149,0.578
3g2z,-1.8475,1.0641,-4.0935,-1.2624,-1.07,-0.0602,-0.202,-0.3232,-0.8946,-0.8519,-0.2604,-0.2677,0.4627,-1.4395,-0.4231,-0.013,-0.9673
3gbb,0.2255,1.0267,0.4465,-0.3366,-0.7978,-1.3095,-0.6573,-0.058,-1.2618,0.5157,1.1803,-0.1308,0.8696,0.9596,0.5536,0.1762,0.8546
3gcs,2.5104,0.7076,0.7965,0.8741,0.1163,1.5731,0.8972,-0.6934,1.1398,0.4889,-0.1413,0.4218,-1.0973,-0.0183,-0.402,0.3886,-0.0246
3ge7,0.8454,1.3818,2.2465,0.2272,0.4317,-0.528,-0.3934,-0.5997,-0.3998,1.4006,0.7278,0.3839,-0.208,-1.09,0.3107,0.8378,-0.3362
3gnw,2.0251,1.6467,2.6465,1.4307,1.6114,1.9225,1.4265,-0.7831,2.5993,1.2129,-0.331,2.2759,-1.783,0.5096,-0.4151,0.6845,-0.3629
3gy4,-1.3343,0.9796,-1.3535,-1.2108,-1.2037,-0.527,-0.1584,0.4026,-0.3325,-0.9056,-1.1511,-2.0001,0.6209,-0.6558,-0.7276,-1.0089,-0.9421
3huc,0.2184,1.2782,-0.4635,-0.1542,0.1416,1.0612,-0.158,-0.6585,1.0242,-0.1815,-1.276,0.0045,-1.2555,-1.4624,-0.7128,-0.1898,-0.6413
3imc,-2.3343,0.4414,-3.4935,-1.0586,-1.0342,0.5338,-0.1584,-0.1958,-0.3134,-1.2005,-1.0829,-1.9434,0.6737,0.4122,-1.131,-0.4599,-0.6969
3ivg,0.0440,0.7718,-2.1535,0.7186,0.3726,0.3638,0.1055,-0.7157,0.616,0.3548,-0.6634,0.4224,-0.728,0.9728,0.8862,0.0679,0.1569
3jvs,0.1850,1.3388,0.0865,-0.434,0.2853,1.2534,-0.2145,-0.5803,1.2908,0.1403,-0.6387,0.3637,-1.2103,-1.3234,-0.4113,0.399,-0.9673
3k5v,0.4726,1.1715,-0.1535,0.1281,-0.1967,1.0601,0.3694,-0.572,0.8089,-0.6642,-1.276,0.0775,-0.9691,1.2386,-1.0132,-0.1812,-0.3254
3kgp,-1.6320,0.3420,-3.8835,-1.1807,-1.1876,-0.5089,-0.971,0.4101,-0.1586,-1.1201,-0.935,-0.7226,0.7415,0.9359,-0.5788,-1.0149,-0.3347
3kv2,-2.7414,0.6128,0.8665,-0.8575,-1.2322,-1.3598,-1.214,2.0682,-1.2618,-0.0206,1.2964,-0.5964,0.6285,0.9259,0.817,-0.3984,0.6621
3kwa,-1.0195,1.6303,-2.3735,-0.9461,-0.7574,-1.3206,-1.214,2.846,-1.2618,-0.8251,-0.4219,-1.8596,1.6383,-1.1064,0.004,0.4744,0.0592
3l3n,-0.7085,0.6110,1.7265,1.2831,0.9671,-0.7404,0.3709,-0.2824,0.9787,0.6766,0.7487,1.0074,-1.0219,0.9694,0.8188,1.2547,1.2301
3l4u,-0.9404,1.6911,1.0665,-0.2404,-0.5981,-1.6315,-1.214,0.9196,-1.2618,-0.1279,0.7581,-1.5599,1.7513,-0.6948,0.2887,-0.1507,1.5293
3l4w,-1.2376,0.4818,-0.4535,-0.7874,-1.0086,-1.5784,-1.214,0.8908,-1.2618,-0.3424,0.6103,-1.6682,1.578,-0.7453,-0.1226,-1.2831,0.5752
3l7b,-0.0906,1.6768,-4.0535,-0.2351,-0.7305,-0.8222,-0.9501,-0.0763,-0.5523,0.0598,0.423,1.3437,0.5908,-0.712,-0.179,-0.9855,0.2895
3lka,0.8180,0.4407,-3.6335,-1.0213,-1.0976,-0.0312,-0.1584,0.3347,-0.5064,-1.1201,-0.8281,-0.3548,0.9525,0.4124,-0.3676,-1.2831,-1.0024
3mfv,-1.0766,0.5232,-3.9335,-0.7766,-1.053,-0.9732,-0.9357,0.3622,-0.8909,0.033,0.5829,-0.5437,0.5832,0.9259,0.4471,-0.4371,0.3219
3mss,-1.2153,0.9480,-1.7935,-0.8897,-0.3497,0.2221,-0.2002,-0.215,0.7858,-1.2005,-1.276,0.1268,0.003,0.3269,-0.7259,-0.3092,-0.3258
3myg,0.9731,1.0108,4.2465,0.1197,0.4694,0.419,0.4867,-0.6834,0.0548,-0.0743,-0.3258,-1.3806,-0.3663,-0.752,-0.3218,0.6645,-0.3533
3n7a,-0.9222,0.8071,-2.7535,-0.9898,-1.2429,-1.0151,-0.9497,0.4932,-0.8835,-0.7983,1.5591,-0.5483,1.0731,0.9558,-0.1138,-0.8437,0.2554
3n86,0.5184,1.2531,-0.8135,0.5362,-0.4336,-0.4639,0.0999,-0.1235,0.0459,0.8375,1.7494,0.265,0.0859,0.9558,0.2906,0.002,0.5814
3nox,0.1077,0.5156,2.2065,-0.1812,0.0974,0.549,-0.1231,-0.5942,0.3415,-0.2888,-0.4243,0.5569,0.1085,-0.8841,0.1245,0.3494,-0.351
3nq3,-0.7473,1.0021,-2.6735,-1.3285,-1.0355,0.4416,-0.6573,2.4716,-1.2618,-1.6028,-1.276,-0.6582,1.3594,0.9943,-0.8112,0.2602,-0.6854
3nw9,1.3024,1.4413,2.5465,1.4307,0.8478,0.4664,0.6268,-0.9591,1.1775,1.8833,1.3838,0.7883,-1.5494,0.4937,1.4254,-0.7716,0.578
3oe5,0.2091,1.5391,0.4265,0.7767,0.0488,0.1486,-0.6862,-0.6158,0.7479,1.4274,1.6104,0.3339,-0.6451,0.492,0.9065,0.1525,0.578
3ov1,-0.6265,0.7688,-1.2535,-0.043,0.3606,-0.5755,0.1134,-0.0087,-0.3325,0.4889,1.7908,0.7359,-1.2028,1.8743,0.6038,0.0813,0.6646
3owj,0.1579,0.6228,-0.3835,-0.5312,-0.0765,0.937,1.1613,-0.3577,0.358,-1.2542,-1.1267,0.2301,-0.3135,0.5342,-1.2286,0.1962,-0.3686
3ozt,0.1815,1.5879,-2.3235,0.7366,0.1316,-0.2066,-1.214,-0.5584,1.0675,1.4542,1.6359,0.333,-1.0596,0.492,0.768,0.4991,0.8583
3pe2,1.1266,1.0350,3.3065,0.0495,0.032,0.5615,0.0846,-0.63,0.798,0.1134,-1.0318,-0.3828,-1.2404,0.9359,-0.3344,0.0762,-0.3595
3pww,2.1288,0.2792,0.8665,1.8734,2.1809,0.3794,1.547,-0.6237,1.1676,1.5078,0.5458,1.3979,-1.5193,-0.8046,0.5095,1.4869,0.6497
3pxf,-2.0898,1.0987,-2.0235,-1.1766,-0.287,0.9378,0.0768,-0.3358,0.8157,-1.6832,-1.276,-0.2132,-0.0272,3.1064,-1.0617,-0.4751,-0.6878
3s8o,-0.1651,0.4716,0.3965,0.088,0.6643,-0.2149,0.1134,0.2683,-0.3325,0.8106,1.8107,1.015,-1.2028,1.8743,0.572,0.4778,0.6646
3su2,0.3431,0.3484,0.8965,1.2127,2.0791,0.9821,1.6177,-0.8502,0.2508,1.776,-0.0499,1.4709,-1.6097,-0.1644,0.043,2.339,0.241
3su3,0.1495,0.5927,2.6765,1.2833,2.4597,1.2135,1.4294,-0.7733,-0.1354,1.8564,-0.1474,1.655,-1.361,-0.1083,0.0889,2.6496,0.241
3su5,-0.0147,0.4715,-0.8735,1.1822,2.4597,1.2135,1.4294,-0.7733,-0.1354,1.3469,-0.1151,1.655,-1.361,-0.1083,-0.0684,2.6496,0.241
3u9q,-0.6538,0.6883,-2.0735,-1.1726,-1.0355,0.4416,-0.6573,2.4716,-1.2618,-1.3346,-0.3029,-0.6582,1.3594,0.9943,-0.8594,0.2602,-0.6854
3udh,-1.7540,0.9210,-3.6035,-1.005,-0.8648,-0.1849,-0.7071,-0.3728,-0.3325,-0.9324,-0.2605,0.1748,0.7415,-1.232,-0.662,-0.5695,-0.6417
3ueu,-0.8406,0.7972,-1.2135,-1.1876,-0.8549,0.682,-0.6573,2.6706,-1.2618,-1.8441,-1.276,-0.6109,1.3594,0.9943,-1.2555,0.5245,-0.6854
3uex,0.2955,0.5902,0.4665,-0.7477,-0.2815,1.4031,-0.6573,3.0537,-1.2618,-1.5759,-1.2282,-0.5255,1.3594,0.9943,-1.1878,1.3174,-0.6854
3uo4,-0.0370,1.4831,0.0665,0.1629,0.2159,1.0939,0.3276,-0.7591,1.7492,-0.1011,-0.0697,-0.4757,-1.3987,0.9359,-0.1895,-0.169,-0.0335
3uri,0.5807,1.7087,2.5465,2.4234,3.2757,-1.5883,0.6616,-0.4395,0.9923,1.0252,0.2602,1.4814,-2.6421,0.9694,-0.1886,3.3134,2.846
3utu,1.3833,1.6003,4.4665,1.2749,1.6478,-0.0303,1.676,-0.6358,1.6683,1.481,-0.7968,1.2287,-1.9865,0.3953,-0.2761,0.1851,-0.0497
3vh9,-1.9274,0.8555,-0.2135,-1.1442,-1.0879,0.4611,-0.6862,-0.0603,-0.1245,-0.8519,0.0827,-2.0053,0.5757,0.5094,-0.1303,-0.7259,-0.9796
3zso,0.0296,1.6609,-1.3335,0.5444,1.4224,0.8142,1.3836,-0.7437,2.819,0.7838,-0.0325,1.1948,-2.2201,0.9342,1.0673,-0.4785,1.104
3zsx,-1.4635,1.3652,-3.1735,-0.0368,0.6778,0.3192,0.085,-0.626,2.0785,-0.4497,0.2859,0.7185,-1.3309,0.9342,-0.5556,-0.1653,0.5225
4de1,-0.2569,1.0484,-0.4935,-0.2029,-0.2079,0.478,0.5609,-0.8125,0.4271,0.328,0.6488,0.2752,-0.9164,-1.4921,0.1347,0.0847,-0.9673
4de2,-0.5044,0.7542,-2.3335,-0.1454,-0.1059,0.0985,0.0693,-0.5469,0.5969,0.2475,0.3593,0.4166,-0.5471,-1.2146,-0.0711,-0.2043,-0.6669
4des,-0.7999,0.4681,-0.6035,-0.3419,-0.5203,0.7479,-1.214,-0.4064,0.5687,-0.7983,-1.276,0.0924,-0.3135,0.5313,3.8989,-0.141,-0.3948
4dew,-1.2221,0.3238,0.5465,-0.4522,-0.4526,0.5665,-0.4223,-0.4169,0.1909,-0.7178,-1.0902,0.1283,-0.615,0.5313,3.518,-0.141,0.2324
4djr,3.6203,0.7437,5.0665,1.4386,1.2748,0.8831,0.6348,-0.5368,0.5945,1.1056,0.483,1.1968,-0.5471,-0.1258,1.0054,0.906,-0.0369
4djv,0.7283,1.2096,0.2665,0.1585,0.2762,0.4125,0.0637,-0.5248,1.5412,0.0866,-0.9153,0.8479,-0.9541,0.4122,-0.3754,-0.7467,-1.0024
4g8m,-0.0255,0.5668,1.4365,-0.9962,-1.1911,-1.3313,-0.6573,0.4489,-1.2618,0.0598,1.584,-0.5743,0.9299,0.9908,0.1411,-0.0306,0.2731
4gid,1.5933,1.0668,4.3165,2.4282,1.9497,0.4793,1.1979,-0.0891,1.889,2.5805,0.8818,1.2716,-1.4514,-0.7877,0.7975,1.4226,0.3238
4gqq,-1.6372,0.9346,-3.5635,-1.4072,-0.9503,0.3791,0.1204,0.2207,-0.3322,-1.281,-0.6908,-0.2851,0.2743,0.4941,-0.7564,-0.7931,-0.3752
1c5z,-2.2337,0.0719,-2.4435,-1.3742,-1.2488,-0.3983,-0.6862,0.3726,-0.1436,-1.1737,-1.276,-2.0498,0.7716,-1.7141,-0.6088,-1.2831,-1.2932
1eby,2.4202,0.7339,3.2465,2.2029,1.6583,0.6113,0.2439,-0.8835,3.1812,1.2129,1.0484,1.3316,-1.572,-0.7479,0.084,-0.4043,1.1947
1g2k,2.4817,1.0190,1.5065,1.7009,1.6816,0.8571,0.8554,-0.5974,2.8483,0.9983,0.841,1.6899,-1.4514,0.3585,0.0516,0.4103,0.2415
1gpn,0.6733,1.0095,0.0265,-0.145,-0.2706,0.1917,0.4416,-0.3782,0.1548,-0.3961,-0.9296,0.048,0.7415,-1.2239,-0.5181,1.0012,-0.6622
1h22,1.6725,1.6886,2.6465,1.145,1.049,0.7154,1.5405,-0.7738,0.8446,1.0788,-0.468,0.0786,0.116,-1.2267,0.0363,2.8495,-0.0311
1k1i,0.8292,1.2835,0.1265,0.1774,1.0072,-0.3448,1.6684,-0.5391,1.1635,0.0062,-0.3317,1.0697,-1.0747,0.9694,-0.1823,-0.3091,-0.3846
1lpg,1.3557,1.6604,0.6365,0.8923,1.5978,1.0524,1.6262,-0.7911,2.8225,2.0173,-1.276,1.026,-1.9187,0.3266,0.6789,-0.1311,-0.3961
1nc3,0.1505,0.9060,-1.4535,-0.1165,-0.6729,-0.7255,-1.214,-0.5051,-0.8868,0.4352,1.2311,-1.5999,0.3949,-0.712,0.2573,-1.2831,0.2895
1owh,-0.1078,0.7535,0.9465,-0.3556,0.0148,-0.0448,0.8399,-0.5376,1.1485,-0.4229,-0.9378,0.3929,-0.6376,-1.1452,-0.5115,-0.4725,-0.6166
1p1n,0.5644,0.5168,0.3465,-0.6413,-0.9473,-1.1749,-0.6364,0.8638,-0.8835,-0.1011,0.8136,-0.3465,0.734,0.9941,0.0066,0.0355,0.2479
1pxn,0.4930,0.6321,0.6965,-0.0747,-0.3978,0.9106,0.4048,-0.6093,0.0534,-0.7983,-0.8984,-1.7286,-0.2532,0.5344,-0.4913,0.0214,-0.3277
1qf1,-0.6063,1.2118,0.8665,0.1343,-0.1037,0.1243,-0.3934,0.8559,-0.1436,0.1671,0.9511,0.5804,0.2366,0.9696,0.302,0.0814,-0.0335
1qkt,1.4097,0.9886,2.5865,-0.3263,-0.2728,0.9753,2.4785,-0.4281,-0.3474,-1.6296,-0.8025,-1.2442,0.9902,0.5343,-0.9272,-0.0937,-0.666
1s38,-1.2618,0.5343,-1.3035,-0.9184,-0.9083,0.114,-0.4079,-0.0106,-0.1977,-0.5033,0.3832,-0.1709,0.3722,-0.9765,-0.613,-1.0848,-0.9421
1syi,0.3577,0.9686,-1.0135,-0.4561,-0.6758,-1.2503,-0.379,0.024,-0.2586,0.6229,1.7604,-0.0092,0.3346,0.9254,0.2847,-0.3439,-0.3347
1y6r,2.3740,0.4780,3.6565,-0.0615,-0.4523,-0.5645,-0.9439,-0.389,-0.698,0.3548,0.5241,-1.4225,0.7415,-0.8176,-0.181,-0.3801,0.3162
1ydr,-0.5991,0.7375,-0.9335,-0.2295,-0.2523,-0.0779,-0.387,-0.3291,-0.1205,-0.8787,-1.1655,0.6472,0.6285,-1.2315,-0.4841,0.0296,-0.9677
1z6e,1.4911,1.3023,3.2665,0.9187,0.8144,0.7371,0.1055,-0.929,1.166,1.0788,-0.4188,1.5633,-1.7981,-0.2638,-0.3712,0.1688,-0.0381
1z9g,-0.8963,0.3880,-0.8135,-0.7978,-0.838,-0.2034,-0.6927,0.5465,-0.1436,-1.0128,-0.1838,-0.1042,0.636,0.9882,-0.4611,-0.3215,-0.3595
2al5,-0.1449,1.5415,1.9465,-0.5599,-0.9495,-1.358,-1.214,0.5279,-0.2357,0.6229,1.7745,0.4086,0.2818,0.9254,0.2316,-1.2831,-0.3347
2br1,0.1722,1.2360,-1.3135,0.286,0.2344,1.0889,0.6124,-0.5965,0.4461,-0.0475,-1.276,-1.5727,-0.939,0.4124,-0.6968,-0.4335,0.1991
2c3i,1.3206,0.9784,1.1465,-0.1742,-0.092,0.9172,0.691,-0.7604,0.2382,-1.1201,-1.276,0.0151,-0.2683,-0.9867,-0.9706,0.2273,-0.9673
2cbv,-0.5315,0.9268,-0.9735,-0.9397,-1.1157,-1.216,-1.214,0.0156,-1.2618,-0.2888,1.8713,-1.7617,1.6081,-0.7829,0.3711,-0.4043,0.2868
2fxs,-0.3527,1.4944,-0.3935,0.1135,-0.1912,0.6424,-0.6927,-0.1671,-0.1904,0.5961,-0.9752,0.3865,-0.7506,0.5228,0.3363,0.1623,0.8687
2j7h,-0.0357,0.4470,0.7365,-1.224,-1.2229,-1.6389,-1.214,0.5796,-1.2618,-0.4497,1.1816,-1.8685,1.6081,-0.5822,-0.0992,-1.2831,-0.3524
2p15,1.6101,1.3526,3.8465,0.8739,0.5949,1.9311,2.7489,-0.6192,0.945,-0.6642,-0.7529,0.8752,0.0482,0.5343,-0.7823,0.1674,-0.666
2pog,0.7106,1.1648,3.0865,-0.193,-0.3269,1.1312,0.8987,-0.5529,0.408,-1.4687,-0.3477,-1.3464,0.1311,0.5344,-0.6595,-0.2021,-0.3752
2qbq,0.4135,1.4145,0.9865,0.2455,0.1984,0.9991,1.5605,-0.2813,-0.2141,0.462,-0.3146,-0.2078,0.2065,0.9536,0.1303,0.4706,0.5391
2qe4,0.5679,1.0668,1.5065,-0.0728,-0.1119,1.1763,0.8987,-0.5264,0.3931,-1.2273,-0.8314,-1.2765,0.101,0.5344,-0.8606,0.4053,-0.0844
2qnq,0.1136,1.0110,-0.3435,1.4689,1.2277,1.2157,0.3276,-0.5933,2.7996,0.328,-0.0263,1.2965,-0.3211,-1.2314,0.6136,-0.3924,-0.9677
2r9w,-0.5948,1.0133,-1.3535,-0.0892,0.1164,-0.0873,0.5486,-0.6872,1.3224,-0.2083,0.0668,0.3621,-1.2555,0.9691,-0.1128,-1.1509,-0.0776
2vkm,1.7580,1.2775,2.2865,2.2491,1.9909,0.8022,1.1691,-0.4934,2.8184,2.6609,0.5911,1.24,-1.7906,0.4123,0.8468,0.5847,0.2886
2w4x,-1.3391,0.7852,-1.6035,-0.6382,-0.957,-1.0274,-1.214,0.5545,-1.1085,-0.7983,0.2656,-0.0278,0.7566,-0.712,-0.3355,-0.7486,0.578
2wer,1.2033,0.2816,0.5965,-0.0218,-0.2674,0.6926,-0.6504,-0.3765,0.1885,-0.557,-0.8895,0.4121,0.0181,0.5228,-0.2031,0.3534,-0.0844
2wn9,-0.5167,1.0057,2.0665,-0.632,-0.2617,0.93,0.906,-0.3624,0.5904,-0.7983,-0.6991,-1.5412,-0.2156,0.5329,-0.7204,0.7172,-0.6888
2wnc,0.4358,1.1228,-0.1335,-0.3263,-0.2026,0.3355,-0.9501,-0.7274,-0.1395,-0.4229,-1.114,0.407,0.3949,-0.0075,-0.8208,1.2976,-0.3966
2wvt,-1.4380,0.4940,-0.3335,-1.026,-1.1455,-1.5639,-1.214,0.7852,-1.2618,-0.4229,0.6016,-1.7654,1.578,-0.75,0.1886,-1.2831,0.6004
2xii,0.1117,1.3608,0.7465,0.1221,0.1758,-0.4311,-0.1649,-0.7102,0.5819,0.6766,0.4678,0.6487,-0.1854,-0.7815,0.2883,-0.5484,0.2991
2xj7,-1.3494,0.6263,0.2065,-0.5296,-0.8144,-1.2938,-1.214,0.0549,-1.2618,-0.3961,0.3776,-0.062,1.2389,-0.7752,-0.27,-0.3152,0.2739
2zb1,1.8116,0.8031,-0.1335,0.2606,0.0638,1.145,1.6839,-0.7817,0.5922,-0.691,-0.5192,0.323,-0.4642,-0.4129,-0.7908,0.7558,-0.6961
2zda,0.2899,0.7927,1.9465,0.4204,0.3418,-0.5646,0.3564,-0.4717,0.9597,0.6497,-0.5781,0.8284,-0.6451,-1.1842,0.0844,0.1791,-0.3158
2zy1,0.8751,1.0597,0.9465,0.2314,-0.1107,0.9668,0.6413,-0.2294,0.6119,-0.3156,-0.2552,-0.1197,-0.1929,-0.0168,-0.2178,-0.5734,-0.6765
3arp,1.2252,1.6560,0.6965,0.8772,1.2257,1.7891,0.4131,-0.7116,1.172,1.4274,-1.276,-1.4623,-0.8034,-0.6654,-0.57,2.1714,-0.591
3arq,0.3660,1.0334,-0.0535,0.335,0.6956,-0.0432,-0.6155,-0.6987,0.537,0.8911,-0.909,0.7885,-0.615,0.5223,0.6251,1.1971,0.8935
3aru,-1.2566,1.0295,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581,-0.0394,-0.4135,-0.4497,-1.107,0.3065,0.116,-1.3832,-0.7225,1.0011,-0.7185
3arv,-0.3033,1.0435,-0.8135,-0.4406,-0.0191,1.0692,0.3198,-0.865,0.0453,0.4084,-1.1975,-1.4776,-0.5622,-0.0581,-0.7397,0.3607,0.1707
3ary,-2.1794,0.9686,-0.4535,-0.9578,-0.7061,0.6387,0.3752,-0.5564,-0.3263,-0.1011,-1.276,-1.795,0.2743,-0.0662,0.106,-0.7102,-0.6961
3b1m,0.5619,1.1872,2.0265,1.1028,0.9895,1.2695,0.6193,-0.7721,1.4792,-0.3692,-1.1928,0.9881,-1.7001,0.5275,-0.6464,0.34,0.2415
3b27,-0.5379,0.7155,-1.2935,-0.6551,-0.9349,0.6323,-0.4161,-0.2936,-0.3494,-0.3692,-1.0044,-1.8983,0.7566,-0.9944,-0.9139,-0.8166,-0.9421
3b5r,1.9019,1.1299,2.3165,0.6886,-0.2876,1.1382,0.4048,-0.1848,0.558,-0.1011,-0.471,0.7214,-0.3738,0.3378,-0.3371,-0.5194,-0.3629
3b65,1.8522,1.0818,2.8165,0.3893,-0.331,0.7269,1.9192,-0.2263,0.5196,-0.1279,-0.7894,0.3929,-0.2156,0.339,-0.4994,-0.6386,-0.3629
3bgz,0.0202,1.0192,-0.1935,-0.1162,-0.035,1.0542,-0.7281,-0.4744,1.3673,-0.9056,-1.0727,-0.2051,-0.7506,0.935,-0.7687,-0.487,-0.3799
3bv9,0.6727,1.6728,-1.0935,1.0478,1.8457,-0.956,1.5409,-0.5472,0.2236,0.4352,-0.5138,1.4979,-1.6022,-0.9919,-0.4914,1.7188,0.6621
3cj4,-0.6987,1.3399,0.0565,-0.6088,-0.2413,0.4905,0.6492,0.0111,-0.3815,-0.7983,-0.3873,0.7028,0.3346,0.9941,-0.5401,1.3433,-0.0587
3coz,-0.0104,1.0044,-0.8835,0.8567,0.1974,-1.1621,-1.214,-0.5895,-0.8678,0.5693,0.7888,0.3428,-0.0724,-0.779,-0.0646,-0.5364,0.3266
3d6q,-1.4012,0.4391,-2.6935,-0.7729,-0.2417,-0.9918,-0.379,-0.4015,-0.2287,-0.557,-0.7116,0.1394,0.6435,-0.7807,-0.7114,-0.2977,-0.0749
3dx1,0.6271,0.4642,-2.8735,-1.2334,-1.3093,-1.0354,-1.214,0.4707,-1.2618,-0.3961,1.9831,-1.9381,1.6383,-0.7501,0.6244,-0.8437,-0.0017
3dx2,-0.3214,1.6240,0.3665,-0.8459,-1.1372,-1.2335,-1.214,0.6715,-1.2618,-0.0743,2.3833,0.0027,1.7513,-0.764,1.0054,-0.2661,-0.0017
3e5a,1.2887,0.9232,1.7765,0.4577,0.5964,0.506,1.2112,-0.9199,0.0493,0.2207,-0.6061,0.2321,-0.5848,-1.2141,0.1227,0.6224,-0.0402
