%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 50 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6508567456571912
%.kernel.kernels[0].lengthscales: [0.36147224 0.30537304 0.64910271 1.00913709 0.30139496 0.55126363 1.86076357 0.7238796  0.27640168 0.52172518]
%.kernel.kernels[1].variance: 0.08517059040920728
%.likelihood.variance: 0.9380203235728295
%loglikelihood: -6787.177963391054
%RMSE:1.641
%Pearson_correlation_coefficient:0.696,P-value:0.000
%Spearman_correlation_coefficient:0.696,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha
1g2k,2.3326,1.0381,1.5065,1.7009,1.6816,0.8571,0.8554,-0.5974,2.8483,0.9983,0.841,1.6899,-1.4514
1gpn,0.6037,1.1575,0.0265,-0.145,-0.2706,0.1917,0.4416,-0.3782,0.1548,-0.3961,-0.9296,0.048,0.7415
1h22,1.3328,1.6585,2.6465,1.145,1.049,0.7154,1.5405,-0.7738,0.8446,1.0788,-0.468,0.0786,0.116
1k1i,0.6138,0.9125,0.1265,0.1774,1.0072,-0.3448,1.6684,-0.5391,1.1635,0.0062,-0.3317,1.0697,-1.0747
1lpg,1.5227,1.6659,0.6365,0.8923,1.5978,1.0524,1.6262,-0.7911,2.8225,2.0173,-1.276,1.026,-1.9187
1nc3,-0.0576,1.0198,-1.4535,-0.1165,-0.6729,-0.7255,-1.214,-0.5051,-0.8868,0.4352,1.2311,-1.5999,0.3949
1owh,-0.3651,0.9641,0.9465,-0.3556,0.0148,-0.0448,0.8399,-0.5376,1.1485,-0.4229,-0.9378,0.3929,-0.6376
1p1n,0.2361,0.6107,0.3465,-0.6413,-0.9473,-1.1749,-0.6364,0.8638,-0.8835,-0.1011,0.8136,-0.3465,0.734
1pxn,0.2289,0.7309,0.6965,-0.0747,-0.3978,0.9106,0.4048,-0.6093,0.0534,-0.7983,-0.8984,-1.7286,-0.2532
1qf1,-0.8897,1.1526,0.8665,0.1343,-0.1037,0.1243,-0.3934,0.8559,-0.1436,0.1671,0.9511,0.5804,0.2366
1qkt,1.3406,1.1094,2.5865,-0.3263,-0.2728,0.9753,2.4785,-0.4281,-0.3474,-1.6296,-0.8025,-1.2442,0.9902
1s38,-1.4524,0.6788,-1.3035,-0.9184,-0.9083,0.114,-0.4079,-0.0106,-0.1977,-0.5033,0.3832,-0.1709,0.3722
1syi,-0.1330,1.1471,-1.0135,-0.4561,-0.6758,-1.2503,-0.379,0.024,-0.2586,0.6229,1.7604,-0.0092,0.3346
1y6r,2.2818,0.6475,3.6565,-0.0615,-0.4523,-0.5645,-0.9439,-0.389,-0.698,0.3548,0.5241,-1.4225,0.7415
1ydr,-1.0368,0.7937,-0.9335,-0.2295,-0.2523,-0.0779,-0.387,-0.3291,-0.1205,-0.8787,-1.1655,0.6472,0.6285
1z6e,1.1735,1.4299,3.2665,0.9187,0.8144,0.7371,0.1055,-0.929,1.166,1.0788,-0.4188,1.5633,-1.7981
1z9g,-1.0336,0.4379,-0.8135,-0.7978,-0.838,-0.2034,-0.6927,0.5465,-0.1436,-1.0128,-0.1838,-0.1042,0.636
2al5,-0.6411,1.6417,1.9465,-0.5599,-0.9495,-1.358,-1.214,0.5279,-0.2357,0.6229,1.7745,0.4086,0.2818
2br1,1.0254,1.1296,-1.3135,0.286,0.2344,1.0889,0.6124,-0.5965,0.4461,-0.0475,-1.276,-1.5727,-0.939
2c3i,1.4377,1.2040,1.1465,-0.1742,-0.092,0.9172,0.691,-0.7604,0.2382,-1.1201,-1.276,0.0151,-0.2683
2cbv,-0.9028,1.0907,-0.9735,-0.9397,-1.1157,-1.216,-1.214,0.0156,-1.2618,-0.2888,1.8713,-1.7617,1.6081
2fxs,1.0168,1.4459,-0.3935,0.1135,-0.1912,0.6424,-0.6927,-0.1671,-0.1904,0.5961,-0.9752,0.3865,-0.7506
2j7h,-1.0782,0.3561,0.7365,-1.224,-1.2229,-1.6389,-1.214,0.5796,-1.2618,-0.4497,1.1816,-1.8685,1.6081
2p15,1.8052,1.5978,3.8465,0.8739,0.5949,1.9311,2.7489,-0.6192,0.945,-0.6642,-0.7529,0.8752,0.0482
2pog,0.5362,1.4861,3.0865,-0.193,-0.3269,1.1312,0.8987,-0.5529,0.408,-1.4687,-0.3477,-1.3464,0.1311
2qbq,0.8003,1.5852,0.9865,0.2455,0.1984,0.9991,1.5605,-0.2813,-0.2141,0.462,-0.3146,-0.2078,0.2065
2qe4,0.2047,1.3028,1.5065,-0.0728,-0.1119,1.1763,0.8987,-0.5264,0.3931,-1.2273,-0.8314,-1.2765,0.101
2qnq,0.8390,1.3043,-0.3435,1.4689,1.2277,1.2157,0.3276,-0.5933,2.7996,0.328,-0.0263,1.2965,-0.3211
2r9w,-0.3936,0.9463,-1.3535,-0.0892,0.1164,-0.0873,0.5486,-0.6872,1.3224,-0.2083,0.0668,0.3621,-1.2555
2vkm,1.8259,1.4116,2.2865,2.2491,1.9909,0.8022,1.1691,-0.4934,2.8184,2.6609,0.5911,1.24,-1.7906
2w4x,-0.9843,0.8381,-1.6035,-0.6382,-0.957,-1.0274,-1.214,0.5545,-1.1085,-0.7983,0.2656,-0.0278,0.7566
2wer,1.2780,0.3366,0.5965,-0.0218,-0.2674,0.6926,-0.6504,-0.3765,0.1885,-0.557,-0.8895,0.4121,0.0181
2wn9,-0.0715,1.1779,2.0665,-0.632,-0.2617,0.93,0.906,-0.3624,0.5904,-0.7983,-0.6991,-1.5412,-0.2156
2wnc,0.5964,1.1587,-0.1335,-0.3263,-0.2026,0.3355,-0.9501,-0.7274,-0.1395,-0.4229,-1.114,0.407,0.3949
2wvt,-1.1845,0.5464,-0.3335,-1.026,-1.1455,-1.5639,-1.214,0.7852,-1.2618,-0.4229,0.6016,-1.7654,1.578
2xii,0.0757,1.4585,0.7465,0.1221,0.1758,-0.4311,-0.1649,-0.7102,0.5819,0.6766,0.4678,0.6487,-0.1854
2xj7,-1.5956,0.6805,0.2065,-0.5296,-0.8144,-1.2938,-1.214,0.0549,-1.2618,-0.3961,0.3776,-0.062,1.2389
2zb1,1.2654,1.1963,-0.1335,0.2606,0.0638,1.145,1.6839,-0.7817,0.5922,-0.691,-0.5192,0.323,-0.4642
2zda,0.4303,1.2443,1.9465,0.4204,0.3418,-0.5646,0.3564,-0.4717,0.9597,0.6497,-0.5781,0.8284,-0.6451
2zy1,1.0858,1.2421,0.9465,0.2314,-0.1107,0.9668,0.6413,-0.2294,0.6119,-0.3156,-0.2552,-0.1197,-0.1929
3arp,0.8428,1.6608,0.6965,0.8772,1.2257,1.7891,0.4131,-0.7116,1.172,1.4274,-1.276,-1.4623,-0.8034
3arq,0.5338,1.1706,-0.0535,0.335,0.6956,-0.0432,-0.6155,-0.6987,0.537,0.8911,-0.909,0.7885,-0.615
3aru,-1.1344,1.1961,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581,-0.0394,-0.4135,-0.4497,-1.107,0.3065,0.116
3arv,-0.4996,1.1145,-0.8135,-0.4406,-0.0191,1.0692,0.3198,-0.865,0.0453,0.4084,-1.1975,-1.4776,-0.5622
3ary,-1.3932,1.1030,-0.4535,-0.9578,-0.7061,0.6387,0.3752,-0.5564,-0.3263,-0.1011,-1.276,-1.795,0.2743
3b1m,1.1237,1.3409,2.0265,1.1028,0.9895,1.2695,0.6193,-0.7721,1.4792,-0.3692,-1.1928,0.9881,-1.7001
3b27,-0.8203,0.5745,-1.2935,-0.6551,-0.9349,0.6323,-0.4161,-0.2936,-0.3494,-0.3692,-1.0044,-1.8983,0.7566
3b5r,1.4757,1.4575,2.3165,0.6886,-0.2876,1.1382,0.4048,-0.1848,0.558,-0.1011,-0.471,0.7214,-0.3738
3b65,1.1137,1.5066,2.8165,0.3893,-0.331,0.7269,1.9192,-0.2263,0.5196,-0.1279,-0.7894,0.3929,-0.2156
3bgz,0.1364,1.3728,-0.1935,-0.1162,-0.035,1.0542,-0.7281,-0.4744,1.3673,-0.9056,-1.0727,-0.2051,-0.7506
3bv9,0.4637,1.6531,-1.0935,1.0478,1.8457,-0.956,1.5409,-0.5472,0.2236,0.4352,-0.5138,1.4979,-1.6022
3cj4,-0.5084,1.3839,0.0565,-0.6088,-0.2413,0.4905,0.6492,0.0111,-0.3815,-0.7983,-0.3873,0.7028,0.3346
3coz,-0.4256,1.2640,-0.8835,0.8567,0.1974,-1.1621,-1.214,-0.5895,-0.8678,0.5693,0.7888,0.3428,-0.0724
3d6q,-1.9665,0.5638,-2.6935,-0.7729,-0.2417,-0.9918,-0.379,-0.4015,-0.2287,-0.557,-0.7116,0.1394,0.6435
3dx1,0.4703,0.4463,-2.8735,-1.2334,-1.3093,-1.0354,-1.214,0.4707,-1.2618,-0.3961,1.9831,-1.9381,1.6383
3dx2,-0.8193,1.6367,0.3665,-0.8459,-1.1372,-1.2335,-1.214,0.6715,-1.2618,-0.0743,2.3833,0.0027,1.7513
3e5a,0.8444,1.3813,1.7765,0.4577,0.5964,0.506,1.2112,-0.9199,0.0493,0.2207,-0.6061,0.2321,-0.5848
3e92,1.0775,1.3272,1.5465,0.2821,0.0879,1.1638,1.9687,-0.6803,0.5772,-0.0206,-0.011,0.3974,-0.4642
3f3d,-1.9078,0.5277,0.7065,-1.2808,-1.3523,-0.7221,-0.6948,1.8317,-1.2618,-0.8519,0.3796,-0.6739,1.5931
3fur,1.0791,1.4861,1.5465,0.4479,0.2431,2.156,0.6333,-0.8456,1.4478,-0.0206,-0.8531,0.3371,0.0859
3fv2,1.4689,0.9099,1.6565,0.016,-0.7517,-1.9437,-1.214,-0.0246,-1.2618,0.6497,2.3163,-0.0852,0.8093
3g31,-1.2937,1.6634,-3.5635,-1.6096,-0.8372,-0.3968,0.4351,-0.4586,-1.2618,-2.0586,-1.276,0.2482,0.7114
3gc5,0.3766,0.8798,0.8065,-0.2276,-0.3047,-0.3808,-0.9501,-0.313,-0.5754,0.9447,1.2318,0.163,-0.208
3gr2,-2.4221,1.4975,-3.9335,-1.3447,-1.0311,-0.1526,-0.181,-0.3254,-1.2618,-1.3882,-0.9626,-0.0016,0.4099
3gv9,-1.1530,0.4953,-4.3335,-1.2744,-1.2296,-0.1152,-0.7162,0.0869,-0.7531,-1.3078,-0.2935,-0.4967,0.734
3jvr,-0.5303,1.3484,-0.7335,-0.907,-0.3266,1.459,0.4048,-0.6586,0.5563,-0.5838,-0.6809,0.1017,0.0708
3jya,-0.6468,1.1261,0.4365,-0.8054,-0.7799,0.9245,-0.6862,-0.3208,-0.0495,-1.4687,-1.276,-0.2346,0.9299
3kr8,0.0470,1.2610,1.6465,0.1774,-0.5455,0.8631,-0.1587,-0.4643,0.343,0.1939,-0.4107,0.2777,0.4325
3n76,-0.1873,1.5896,0.3965,0.3848,-0.4907,-0.3972,0.0858,-0.1416,0.4242,0.4889,1.2031,-0.2317,0.1386
3nq9,-1.8917,1.3713,-2.4235,-1.7021,-1.2091,0.2012,-0.6573,2.2077,-1.2618,-1.9245,-1.276,-0.7244,1.3594
3nx7,1.6599,0.5928,1.6465,-0.2426,-0.6345,-0.3883,-0.1584,0.6434,-0.5064,-0.3961,0.3122,0.3753,0.4928
3o9i,3.2698,0.7127,5.3665,1.7149,1.4552,1.152,0.6348,-0.7208,0.5945,1.1861,0.418,1.2993,-0.208
3oe4,0.4258,1.6507,1.0165,0.961,0.2916,-0.2134,-1.214,-0.8173,0.5713,1.5883,1.5214,0.3551,-1.361
3ozs,0.6047,1.6475,-1.1235,0.9781,0.0681,0.118,-1.214,-0.5807,0.5522,1.5615,1.3575,0.3858,-1.0219
3p5o,1.1541,0.3131,0.8065,0.0469,0.292,0.9897,0.704,-0.5432,0.9291,-0.3424,-1.0586,0.4734,-0.6451
3prs,3.2048,0.5989,1.3665,1.8721,2.0134,1.6827,0.3644,-0.4995,1.9934,0.8911,0.5604,1.4142,-1.5042
3pyy,-0.2281,1.0264,0.4065,-0.2196,-0.1855,0.6517,0.3694,-0.6347,0.9866,-0.3692,-0.9274,0.711,-0.8636
3qgy,0.9459,1.0965,1.3465,0.4082,0.2724,0.5724,1.2048,-0.8234,0.4165,0.0598,-0.8716,0.5116,-0.9164
3qqs,-1.0259,0.6637,-0.6335,-0.4324,-0.7728,-0.0883,-0.6862,-0.1115,0.5969,-0.5838,-0.0858,-0.4499,-0.3663
3r88,-1.7706,0.8503,-1.6335,-1.0984,-1.0838,-0.2447,-0.9501,0.4364,-0.7102,-1.1469,-0.812,-0.5656,0.3195
3rlr,0.5397,0.5952,1.0665,-0.0111,-0.3228,1.2278,-0.0877,-0.3677,-0.0362,-0.0475,-0.9584,-1.1533,0.0331
3rr4,-0.6189,1.2366,-1.9035,-0.4592,-0.5014,0.1353,-0.6862,-0.4802,-0.5605,0.757,0.5044,0.0322,-0.1779
3rsx,-0.9195,1.2211,-2.0435,-1.021,-0.6689,0.9556,1.0593,-0.4414,0.2062,-1.1201,-0.5706,-1.7258,0.3496
3ryj,-0.3299,0.6301,1.3465,-0.631,-0.8721,0.0562,-0.1584,0.3583,-0.3325,-0.5033,-0.5056,0.0504,0.5456
3syr,-0.7652,1.4852,-1.3535,-0.0866,-0.6613,-1.1694,-1.214,0.0014,-0.2357,0.462,1.6376,0.7052,0.5606
3tsk,1.7970,1.0544,0.7165,1.0898,0.9883,0.2531,1.3691,-0.4856,0.9682,0.5961,-0.5635,0.7371,-1.6398
3twp,-1.8511,0.3183,-2.5335,-1.481,-1.3095,-0.212,-0.6862,0.3302,-0.3325,-1.7636,-0.9218,-0.7986,0.6209
3u5j,-0.4085,0.7702,-0.8435,-0.5686,-0.2958,0.9663,-0.1231,-0.5896,1.118,-1.0396,-1.276,-1.6484,-0.095
3u8k,0.9620,1.0547,2.2065,-0.6353,-0.7221,-0.0585,-0.9148,-0.0997,-0.6871,-0.691,-0.7116,-1.7598,0.7867
3u8n,0.5596,1.3241,3.7165,-0.4304,-0.7163,0.1764,-0.219,-0.0997,-0.7361,-0.2352,-0.718,-1.7269,1.1484
3uev,-0.9156,0.6286,-0.5635,-1.0884,-0.6686,0.9223,-0.6573,2.8261,-1.2618,-1.5223,-1.276,-0.5753,1.3594
3uew,-0.1454,0.5217,-0.1435,-1.0024,-0.4772,1.1627,-0.6573,2.9511,-1.2618,-1.5223,-1.0225,-0.5476,1.3594
3ui7,0.6683,1.1566,2.5465,-0.3768,0.0403,0.2181,0.1553,-0.4787,-0.3583,-0.8519,-0.9729,-1.3865,0.116
3up2,0.8758,1.2232,0.9465,0.245,-0.1923,0.8572,0.3485,-0.6006,0.8048,0.6497,-0.3915,0.2244,-1.1199
3uuo,-0.2277,1.4042,1.5065,-0.6058,-0.0345,0.2083,0.1553,-0.4704,-0.5322,-1.2273,-1.1185,-1.5443,-0.0046
3wtj,0.7825,0.5638,0.0765,-0.5992,-0.9282,0.5167,-0.7071,-0.2836,-0.3562,-0.4765,-1.276,-1.5697,0.8169
3wz8,0.8443,1.2936,-0.6335,0.6647,0.6214,1.6459,-0.2002,-0.7751,2.0864,0.8643,-0.384,0.752,-1.1802
3zdg,-0.7874,1.5416,0.6465,-0.9789,-1.0094,-0.2576,-0.9148,2.6155,-1.2618,-0.9056,-1.0197,-0.1258,1.1786
3zt2,-1.4235,0.8489,-3.6135,-0.3095,-0.3456,0.3084,0.0432,-0.6729,0.567,-0.5301,-0.1875,0.2016,-0.5622
4abg,-0.6290,1.0635,-2.8835,-1.0848,-0.6914,-0.5178,-0.6862,-0.0181,-0.3325,-1.0664,-0.3823,-1.7385,0.96
4agn,-0.4377,1.6565,-2.4835,-0.4368,-0.0881,-0.1945,0.899,0.1505,-0.4247,-0.3692,-0.9826,-1.421,1.1484
4agp,-0.0625,1.6280,-1.7635,-0.2537,0.4584,0.4484,1.4268,-0.4102,0.5196,-0.4497,-1.276,-1.3671,0.4401
4agq,0.0029,1.6262,-1.4435,-0.1817,0.4941,0.4586,1.4268,-0.3952,0.5196,-0.1547,-1.1542,-1.3609,0.4401
4bkt,-2.0615,1.3354,-2.8335,-1.0332,-0.6643,-0.3729,-0.9148,-0.2179,-0.7149,-0.7447,-0.4197,0.3287,0.3346
4cig,-0.8614,1.1507,-2.7835,0.1593,1.0328,0.592,0.819,-0.5889,2.0629,0.0062,0.1037,0.8945,-1.5268
4ciw,0.0377,0.8446,-1.6335,-0.5322,-1.0534,-1.0913,-0.428,0.7302,-0.8985,-0.1547,1.5267,-0.3641,1.0429
4cr9,-1.2148,0.9518,-2.3535,-1.033,-0.9201,0.3894,0.3838,-0.0101,-0.3325,-0.6642,-1.0385,-1.8574,0.425
4cra,1.7263,0.8557,0.7665,0.99,1.1813,0.7942,0.8554,-0.8545,2.2276,0.9715,0.1395,0.9224,-2.1447
4crc,1.6651,1.1889,2.2665,1.1449,0.9298,0.7491,1.8237,-0.9182,1.8956,1.7492,-0.1584,0.8159,-2.1824
4ddh,-1.5043,0.8198,-3.1535,-0.6045,-0.8977,0.0894,-0.6862,-0.1938,-0.3263,-0.7178,-0.5329,-0.6367,0.2743
4ddk,-3.5801,0.8326,-4.1635,-0.8898,-1.2119,-0.2049,-0.4223,-0.3002,-0.5213,-1.0933,-0.99,-0.742,0.4702
4de3,-0.9252,1.3452,-0.9335,-0.3841,-0.5078,0.7511,0.3332,-0.6236,0.5628,-0.1011,0.5243,0.1705,-0.1553
4dld,-0.2720,1.0565,-0.6335,-0.0925,-0.6859,-0.8042,0.0925,0.8676,-0.0632,0.6229,1.3303,-0.3929,0.1085
4dli,0.0440,0.5946,-0.8335,-0.2227,-0.2785,0.9272,0.1344,-0.6627,0.2491,-0.2888,-1.0513,-1.6787,-0.2156
4e5w,0.7894,1.3028,1.2065,0.5348,0.4788,0.3352,0.2051,-0.8227,-0.49,0.2743,-0.775,0.9685,-0.0573
4e6q,-0.5769,1.3810,1.9065,0.1233,0.2539,0.5819,-0.9501,-0.8131,0.6282,-0.9324,-0.9978,-1.328,-0.2457
4ea2,0.4960,1.6455,-0.0135,0.1174,0.18,0.6738,2.4113,-0.4134,-0.5351,-1.2005,-1.1366,-1.3181,1.3067
4eky,-0.8752,1.0756,-2.9335,0.4277,-0.2429,-0.8575,-0.9357,-0.0014,-0.2437,1.0788,1.684,0.2375,0.2818
4eo8,0.5669,1.3963,1.6965,-0.3797,0.0471,0.3957,1.3184,0.1897,-0.7681,-0.986,-0.5389,0.9473,0.3722
4eor,2.2036,0.6101,-0.1535,0.225,0.2439,0.6961,0.6557,-0.79,-0.3093,-0.2083,-0.458,-0.0599,-0.2909
4f09,0.9878,0.6537,0.2465,-0.4519,-0.2931,0.2081,-0.6509,-0.5319,-0.505,-0.9056,-1.0368,-1.4281,0.3421
4f2w,2.5163,0.2020,4.8465,-0.093,-0.3795,-0.359,-0.9439,-0.4421,-0.698,-0.0475,-0.2768,-1.5048,0.7716
4f3c,3.2556,0.2975,5.3665,0.1633,-0.0801,0.0016,-0.6865,-0.4925,-0.698,0.462,-0.1871,-1.4459,0.7716
4f9w,0.4680,0.5762,0.4865,-0.0201,0.0728,1.2265,0.5551,-0.5849,1.0127,-0.2888,-1.276,-1.5208,-0.7054
4gfm,-0.3654,0.5486,0.7665,-0.4049,-0.8475,0.6669,-0.4219,-0.3447,0.1599,-0.262,-1.0803,0.0286,0.5154
4gkm,-0.9775,0.8860,-1.2835,-0.4917,-0.5996,0.0067,-0.1231,-0.0804,0.5819,-0.6374,0.0521,-0.3561,-0.3663
4gr0,3.2473,1.0950,3.0965,1.8231,1.3896,1.4383,1.4539,-0.6574,1.6703,1.776,-0.0606,0.984,-1.1952
4hge,0.7707,0.8795,1.4665,0.2225,-0.0871,0.8273,0.1408,-0.7734,0.9591,-0.4497,-1.0387,0.3647,-0.6451
4ih5,-1.8936,0.7132,-2.3435,-0.601,-0.692,0.4154,-0.6862,-0.6498,0.0725,-0.9592,-0.9647,-1.8274,-0.2231
4ih7,-0.4386,0.9755,-1.2135,-0.7217,-0.6443,0.8599,-0.2272,0.0575,0.2198,-0.8787,-1.0097,0.0293,0.4777
4ivb,0.9497,0.6804,2.2665,0.0754,-0.067,0.8556,0.4625,-0.4918,-0.505,-0.3424,-0.7294,-1.189,-0.0422
4ivc,1.0162,0.9272,3.5465,0.1659,0.0353,0.9758,0.7199,-0.4971,-0.505,-0.2083,-0.791,-1.2703,-0.0422
4ivd,0.9257,1.3255,3.0665,0.2716,0.1383,1.096,0.9983,-0.5106,-0.505,-0.1815,-0.755,-1.2778,-0.0422
4j21,-0.0350,1.0227,0.9565,-0.0507,-0.3575,1.0153,0.3629,-0.3491,0.7148,0.033,-0.5106,-0.0578,0.0557
4j28,-0.6960,1.0776,-0.7535,-0.9925,-0.5767,-0.3551,-0.387,-0.4029,-0.3243,-0.5838,0.0375,-1.5473,0.6812
4j3l,1.5051,0.6984,1.3465,0.3305,0.0673,0.9518,0.3629,-0.528,0.8887,0.3816,-0.3983,0.2474,-0.2231
4jfs,-0.5981,1.5026,-1.1835,-0.8535,-0.6725,-0.3293,0.1408,0.0875,-0.3325,-0.8519,0.0617,-1.4648,0.9299
4jia,0.7403,1.5203,2.7665,0.2106,0.6431,0.4494,1.6477,-0.9226,0.8157,-0.1815,-0.9932,-1.5346,-0.939
4jsz,-0.8345,0.4510,-4.1535,-1.5088,-1.1979,-0.0338,-0.6862,0.3968,-0.3175,-1.4955,-1.1017,-0.4353,1.1032
4jxs,-1.0798,1.2204,-1.7135,-0.4528,-0.5306,-0.4591,-0.2302,-0.2525,0.3502,-0.3156,0.9444,0.1017,0.0783
4k18,0.9715,1.3227,2.5065,0.408,0.1501,0.8765,0.6124,-0.7681,1.5124,-0.2888,-1.276,0.6215,-1.4439
4k77,-0.4671,0.6005,0.1765,-0.4033,-0.502,0.4988,-0.3934,-0.4567,-0.3594,-0.7447,-0.775,-0.0576,0.3195
4kz6,0.1653,1.2746,-3.3535,-1.0248,-0.9531,-0.1904,0.1694,0.7042,-1.2618,-1.3882,-0.1219,0.1854,1.2238
4kzq,-0.5920,0.6717,-0.3535,-0.199,-0.5397,0.8386,0.3694,-0.4268,0.7575,-0.1547,-0.8184,0.0349,-0.1628
4kzu,-0.1720,1.2690,0.0465,-0.1824,-0.5547,1.1642,-0.1584,-0.4104,0.8973,-0.1011,-0.7919,0.0305,0.3496
4llx,-2.4194,0.4002,-3.5635,-1.5313,-1.3276,0.0714,-0.3516,0.2599,-0.717,-1.4419,-1.084,-2.0758,0.9148
4lzs,-0.5885,1.2982,-1.6535,-0.9358,-0.8497,0.3093,-0.0942,0.747,-0.5581,-0.9592,-0.6868,0.0411,0.5682
4m0y,-1.1189,0.9283,0.0065,-0.5299,-0.3265,0.3609,-0.7149,-0.4186,0.4312,-0.6642,-0.2585,-0.0613,-0.7657
4m0z,-0.5177,0.7603,-1.2635,0.2296,-0.2028,0.3635,-0.1871,-0.4036,0.2423,0.328,0.3527,-0.0182,-0.9164
4mgd,0.3804,1.5876,-1.7635,-0.3955,-0.8372,1.2805,0.3276,-0.0236,0.5969,-1.6028,-0.5453,-1.5107,0.9374
4mme,-0.3841,1.2823,0.0465,-0.0998,-0.4277,0.4515,-0.4223,-0.5553,0.9278,-0.5838,-0.6643,-1.6727,0.3722
4ogj,0.5273,0.8117,0.3365,-0.0594,1.0835,0.9128,1.8303,-0.7847,0.616,-0.557,-0.9491,0.6619,-0.6602
4owm,-2.2824,0.8758,-3.4935,-1.4823,-1.2755,-0.2072,-0.9501,0.3707,-0.3395,-1.6564,-1.0874,0.3422,0.5682
4pcs,-0.3558,1.0661,1.3965,-1.064,-0.7429,-0.4159,-0.1284,-0.1429,-0.1436,-0.9324,0.2904,-1.6839,0.749
4qac,0.9243,0.7048,2.9465,0.0897,-0.3098,1.0898,0.1279,-0.4266,-0.1436,-0.0743,-0.7219,0.3961,0.0181
4qd6,-0.1348,1.5325,2.1865,-0.4158,0.9007,1.3309,0.934,-0.824,1.1934,-0.262,-0.6245,0.8118,-1.0219
4rfm,1.0596,1.4290,3.5965,0.6255,0.9512,1.0295,-0.136,-0.9918,0.7721,-0.0206,-0.6758,1.3215,-0.5622
4twp,1.8310,0.5177,3.5465,0.309,0.2913,1.2926,1.162,-0.7965,1.3496,-0.3961,-0.6474,0.208,-0.7883
4ty7,1.2702,1.0503,3.0665,0.7472,0.9485,0.9838,0.9485,-0.821,0.7661,1.052,0.3792,0.986,-0.7732
4u4s,-1.6495,0.6943,-3.5335,-0.9028,-0.8976,-0.0883,-0.6509,-0.0922,-0.6871,-0.7447,-1.0096,-0.0801,0.8998
4w9c,-0.8046,0.7330,-1.8035,-0.4069,0.1165,0.5891,-0.7345,-0.4918,0.0596,-0.691,-0.1347,0.7015,-0.2532
4w9h,-0.3568,0.7715,0.2765,0.1558,0.4864,0.5557,-0.1923,-0.3836,0.017,0.328,-0.1134,1.0404,-0.3361
4w9i,-0.6443,1.2912,-0.4935,0.0404,0.4556,0.0722,-0.4288,-0.7428,0.017,-0.3424,-0.0932,0.8974,-0.3663
4w9l,-0.0243,0.7603,-1.4335,0.3962,1.148,0.7192,0.0442,-0.2058,0.017,0.0062,0.2079,1.4026,-0.7355
4wiv,-1.1629,0.8812,-0.1935,-0.4503,0.2318,1.1874,0.5252,-0.5666,0.4305,-0.7447,-1.276,-1.4778,-0.615
4x6p,2.0286,0.8552,1.8465,1.218,1.2571,1.1812,1.3465,-0.9946,2.0817,2.1514,-0.047,0.7455,-2.2276
5a7b,-0.2054,1.5499,-2.8835,-0.0524,0.6005,0.2564,0.4401,-0.3652,0.5819,-0.0475,-1.276,-1.3541,-0.4416
5aba,-0.7710,1.6148,-3.4735,-0.7548,-0.2133,-0.015,0.0095,-0.3451,-0.4134,-0.7983,-1.276,-1.4117,1.5102
5c28,-2.4099,0.6980,-0.7935,-1.2313,-1.1246,0.4481,-0.3581,-0.3304,-0.7448,-1.281,-1.276,-1.8997,1.1334
5c2h,1.1359,1.3712,4.6365,0.5891,0.4687,1.6144,0.7682,-0.8614,0.8713,0.4084,-1.276,-1.6084,-0.3286
5dwr,2.2885,1.1055,4.7665,0.7335,0.4126,1.1965,1.1417,-0.6568,1.1546,0.0062,-0.6908,1.1626,-0.6979
